"plan_opt","code","prem20_total","prem21_total","prem21_gov","prem21_empl","prem21_increase","prem20_monthly_total","prem21_monthly_total","prem21_monthly_gov","prem21_monthly_empl","prem21_monthly_increase"
"California Health Net of California - High Self","LB1","697.18",715.68,241.58,474.1,"12.69","1510.56",1550.64,523.42,1027.22,"27.5"
"California Health Net of California - High Self & Family","LB2","1673.25",1717.61,562.25,1155.36,"28.58","3625.38",3721.49,1218.21,2503.28,"61.92"
"California Health Net of California - High Self Plus One","LB3","1533.81",1574.47,517.46,1057.01,"27.32","3323.26",3411.35,1121.16,2290.19,"59.19"
"California Health Net of California - Standard Self","LB4","618.71",676.68,241.58,435.1,"52.16","1340.54",1466.14,523.42,942.72,"113.02"
"California Health Net of California - Standard Self & Family","LB5","1484.9",1624.02,562.25,1061.77,"123.34","3217.28",3518.71,1218.21,2300.5,"267.24"
"California Health Net of California - Standard Self Plus One","LB6","1361.16",1488.69,517.46,971.23,"114.19","2949.18",3225.5,1121.16,2104.34,"247.42"
"California Health Net of California - Basic Self","T41","407",412.7,241.58,171.12,"-0.11","881.83",894.18,523.42,370.76,"-0.23"
"California Health Net of California - Basic Self & Family","T42","976.8",990.48,562.25,428.23,"-2.1","2116.4",2146.04,1218.21,927.83,"-4.55"
"California Health Net of California - Basic Self Plus One","T43","895.41",907.94,517.46,390.48,"-0.81","1940.06",1967.2,1121.16,846.04,"-1.76"
"California Kaiser Permanente - Fresno California - Standard Self","NZ4","261.60000000000002",272.36,204.27,68.09,"2.69","566.79999999999995",590.11,442.58,147.53,"5.83"
"California Kaiser Permanente - Fresno California - Standard Self & Family","NZ5","604.59",629.48,472.11,157.37,"6.22","1309.95",1363.87,1022.9,340.97,"13.48"
"California Kaiser Permanente - Fresno California - Standard Self Plus One","NZ6","604.59",629.48,472.11,157.37,"6.22","1309.95",1363.87,1022.9,340.97,"13.48"
"California Kaiser Permanente - Fresno California - High Self","NZ1","358.58",370.61,241.58,129.03,"6.22","776.92",802.99,523.42,279.57,"13.49"
"California Kaiser Permanente - Fresno California - High Self & Family","NZ2","828.77",856.55,562.25,294.3,"12","1795.67",1855.86,1218.21,637.65,"26"
"California Kaiser Permanente - Fresno California - High Self Plus One","NZ3","828.77",856.55,517.46,339.09,"14.44","1795.67",1855.86,1121.16,734.7,"31.29"
"California Kaiser Permanente - Northern California - Basic Self","KC1","300.95999999999998",300.96,225.72,75.24,"0","652.08000000000004",652.08,489.06,163.02,"0"
"California Kaiser Permanente - Northern California - Basic Self & Family","KC2","704.24",704.24,528.18,176.06,"0","1525.85",1525.85,1144.39,381.46,"0"
"California Kaiser Permanente - Northern California - Basic Self Plus One","KC3","704.24",704.24,517.46,186.78,"-13.34","1525.85",1525.85,1121.16,404.69,"-28.9"
"California Kaiser Permanente - Northern California - High Self","591","461.75",468.25,241.58,226.67,"0.69","1000.46",1014.54,523.42,491.12,"1.5"
"California Kaiser Permanente - Northern California - High Self & Family","592","1102.25",1117.78,562.25,555.53,"-0.25","2388.21",2421.86,1218.21,1203.65,"-0.54"
"California Kaiser Permanente - Northern California - High Self Plus One","593","1102.25",1117.78,517.46,600.32,"2.19","2388.21",2421.86,1121.16,1300.7,"4.75"
"California Kaiser Permanente - Northern California - Standard Self","594","373.79",379.7,241.58,138.12,"0.1","809.88",822.68,523.42,299.26,"0.22"
"California Kaiser Permanente - Northern California - Standard Self & Family","595","874.65",888.51,562.25,326.26,"-1.92","1895.08",1925.11,1218.21,706.9,"-4.16"
"California Kaiser Permanente - Northern California - Standard Self Plus One","596","874.65",888.51,517.46,371.05,"0.52","1895.08",1925.11,1121.16,803.95,"1.1299999999999999"
"California Kaiser Permanente - Southern California - Standard Self","624","215.22",218.51,163.88,54.63,"0.83","466.31",473.44,355.08,118.36,"1.78"
"California Kaiser Permanente - Southern California - Standard Self & Family","625","497.4",505.02,378.77,126.25,"1.9","1077.7",1094.21,820.66,273.55,"4.13"
"California Kaiser Permanente - Southern California - Standard Self Plus One","626","497.4",505.02,378.77,126.25,"1.9","1077.7",1094.21,820.66,273.55,"4.13"
"California Kaiser Permanente - Southern California - High Self","621","339.42",346.24,241.58,104.66,"1.01","735.41",750.19,523.42,226.77,"2.2000000000000002"
"California Kaiser Permanente - Southern California - High Self & Family","622","784.46",800.23,562.25,237.98,"-0.01","1699.66",1733.83,1218.21,515.62,"-0.02"
"California Kaiser Permanente - Southern California - High Self Plus One","623","784.46",800.23,517.46,282.77,"2.4300000000000002","1699.66",1733.83,1121.16,612.67,"5.27"
"California UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self","Y51","New Plan",190.03,142.52,47.51,"New Plan","New Plan",411.73,308.8,102.93,"New Plan"
"California UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self & Family","Y52","New Plan",503.57,377.68,125.89,"New Plan","New Plan",1091.07,818.3,272.77,"New Plan"
"California UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self Plus One","Y53","New Plan",418.06,313.55,104.51,"New Plan","New Plan",905.8,679.35,226.45,"New Plan"
"Colorado Aetna Advantage - Advantage Self","Z24","214.08",230.78,173.09,57.69,"4.17","463.84",500.02,375.02,125,"9.0399999999999991"
"Colorado Aetna Advantage - Advantage Self & Family","Z25","567.30999999999995",611.54,458.66,152.88,"11.05","1229.17",1325,993.75,331.25,"23.96"
"Colorado Aetna Advantage - Advantage Self Plus One","Z26","470.97",507.7,380.78,126.92,"9.18","1020.44",1100.02,825.02,275,"19.89"
"Colorado Aetna Direct - CDHP Self","N61","282.76",284.23,213.17,71.06,"0.37","612.65",615.83,461.87,153.96,"0.8"
"Colorado Aetna Direct - CDHP Self & Family","N62","713.08",716.8,537.6,179.2,"0.93","1545.01",1553.07,1164.8,388.27,"2.02"
"Colorado Aetna Direct - CDHP Self Plus One","N63","620.1",623.33,467.5,155.83,"0.81","1343.55",1350.55,1012.91,337.64,"1.75"
"Colorado Aetna HealthFund CDHP and Aetna Value Plan - Value Self","G54","328.95",330.94,241.58,89.36,"-3.82","712.73",717.04,523.42,193.62,"-8.27"
"Colorado Aetna HealthFund CDHP and Aetna Value Plan - Value Self & Family","G55","753.4",757.97,562.25,195.72,"-11.21","1632.37",1642.27,1218.21,424.06,"-24.29"
"Colorado Aetna HealthFund CDHP and Aetna Value Plan - Value Self Plus One","G56","738.63",743.12,517.46,225.66,"-8.85","1600.37",1610.09,1121.16,488.93,"-19.18"
"Colorado Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self","G51","417.46",488.66,241.58,247.08,"65.39","904.5",1058.76,523.42,535.34,"141.68"
"Colorado Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self & Family","G52","952.2",1114.65,562.25,552.4,"146.66999999999999","2063.1",2415.08,1218.21,1196.87,"317.79000000000002"
"Colorado Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self Plus One","G53","942.79",1103.63,517.46,586.17,"147.5","2042.71",2391.2,1121.16,1270.04,"319.58999999999997"
"Colorado Aetna HealthFund HDHP - HDHP Self","224","336.37",362.78,241.58,121.2,"20.6","728.8",786.02,523.42,262.6,"44.64"
"Colorado Aetna HealthFund HDHP - HDHP Self & Family","225","741.97",800.23,562.25,237.98,"42.48","1607.6",1733.83,1218.21,515.62,"92.04"
"Colorado Aetna HealthFund HDHP - HDHP Self Plus One","226","727.43",784.56,517.46,267.1,"43.79","1576.1",1699.88,1121.16,578.72,"94.88"
"Colorado BlueAdvantageHMO on the Pathway HMO Network - High Self","WW1","293.7",293.7,220.28,73.42,"0","636.35",636.35,477.26,159.09,"0"
"Colorado BlueAdvantageHMO on the Pathway HMO Network - High Self & Family","WW2","715.15",715.15,536.36,178.79,"0","1549.49",1549.49,1162.12,387.37,"0"
"Colorado BlueAdvantageHMO on the Pathway HMO Network - High Self Plus One","WW3","668.15",668.15,501.11,167.04,"0","1447.66",1447.66,1085.75,361.91,"0"
"Colorado Humana Health Plan, Inc. - High Self","NR1","379.16",443.62,241.58,202.04,"58.65","821.51",961.18,523.42,437.76,"127.09"
"Colorado Humana Health Plan, Inc. - High Self & Family","NR2","853.11",998.14,562.25,435.89,"129.25","1848.41",2162.64,1218.21,944.43,"280.04000000000002"
"Colorado Humana Health Plan, Inc. - High Self Plus One","NR3","815.2",953.78,517.46,436.32,"125.24","1766.27",2066.52,1121.16,945.36,"271.35000000000002"
"Colorado Humana Health Plan, Inc. - Standard Self","NR4","262.76",307.42,230.57,76.85,"11.16","569.30999999999995",666.08,499.56,166.52,"24.19"
"Colorado Humana Health Plan, Inc. - Standard Self & Family","NR5","591.22",691.72,518.79,172.93,"25.13","1280.98",1498.73,1124.05,374.68,"54.44"
"Colorado Humana Health Plan, Inc. - Standard Self Plus One","NR6","564.92999999999995",660.96,495.72,165.24,"24.01","1224.02",1432.08,1074.06,358.02,"52.02"
"Colorado Humana Health Plan, Inc. - Basic Self","RZ1","240.83",245.65,184.24,61.41,"1.2","521.79999999999995",532.24,399.18,133.06,"2.61"
"Colorado Humana Health Plan, Inc. - Basic Self & Family","RZ2","541.86",552.7,414.53,138.17,"2.71","1174.03",1197.52,898.14,299.38,"5.87"
"Colorado Humana Health Plan, Inc. - Basic Self Plus One","RZ3","517.79999999999995",528.15,396.11,132.04,"2.59","1121.9000000000001",1144.33,858.25,286.08,"5.61"
"Colorado Humana Health Plan, Inc. - High Self","NT1","352.97",384.74,241.58,143.16,"25.96","764.77",833.6,523.42,310.18,"56.25"
"Colorado Humana Health Plan, Inc. - High Self & Family","NT2","794.21",865.69,562.25,303.44,"55.7","1720.79",1875.66,1218.21,657.45,"120.68"
"Colorado Humana Health Plan, Inc. - High Self Plus One","NT3","758.9",827.2,517.46,309.74,"54.96","1644.28",1792.27,1121.16,671.11,"119.09"
"Colorado Humana Health Plan, Inc. - Standard Self","NT4","249.93",272.43,204.32,68.11,"5.63","541.52",590.27,442.7,147.57,"12.19"
"Colorado Humana Health Plan, Inc. - Standard Self & Family","NT5","562.36",612.98,459.74,153.24,"12.65","1218.45",1328.12,996.09,332.03,"27.42"
"Colorado Humana Health Plan, Inc. - Standard Self Plus One","NT6","537.39",585.75,439.31,146.44,"12.09","1164.3499999999999",1269.13,951.85,317.28,"26.19"
"Colorado Humana Health Plan, Inc. - Basic Self","R21","245.13",286.8,215.1,71.7,"10.42","531.12",621.4,466.05,155.35,"22.57"
"Colorado Humana Health Plan, Inc. - Basic Self & Family","R22","551.54",645.31,483.98,161.33,"23.45","1195",1398.17,1048.63,349.54,"50.79"
"Colorado Humana Health Plan, Inc. - Basic Self Plus One","R23","527.03",616.63,462.47,154.16,"22.4","1141.9000000000001",1336.03,1002.02,334.01,"48.54"
"Colorado Kaiser Permanente - Colorado - Standard Self","654","309.83",305,228.75,76.25,"-1.21","671.3",660.83,495.62,165.21,"-2.61"
"Colorado Kaiser Permanente - Colorado - Standard Self & Family","655","700.21",689.29,516.97,172.32,"-2.73","1517.12",1493.46,1120.1,373.36,"-5.92"
"Colorado Kaiser Permanente - Colorado - Standard Self Plus One","656","700.21",689.29,516.97,172.32,"-23.77","1517.12",1493.46,1120.1,373.36,"-51.5"
"Colorado Kaiser Permanente - Colorado - High Self","651","364.23",356.72,241.58,115.14,"-13.32","789.17",772.89,523.42,249.47,"-28.86"
"Colorado Kaiser Permanente - Colorado - High Self & Family","652","823.16",806.19,562.25,243.94,"-32.75","1783.51",1746.75,1218.21,528.54,"-70.95"
"Colorado Kaiser Permanente - Colorado - High Self Plus One","653","823.16",806.19,517.46,288.73,"-30.31","1783.51",1746.75,1121.16,625.59,"-65.66"
"Colorado Kaiser Permanente - Colorado - Basic Self","N41","223.74",205.62,154.22,51.4,"-4.53","484.77",445.51,334.13,111.38,"-9.81"
"Colorado Kaiser Permanente - Colorado - Basic Self & Family","N42","505.66",505.82,379.37,126.45,"0.04","1095.5999999999999",1095.94,821.96,273.98,"0.08"
"Colorado Kaiser Permanente - Colorado - Basic Self Plus One","N43","505.66",464.7,348.53,116.17,"-10.24","1095.5999999999999",1006.85,755.14,251.71,"-22.19"
"Colorado UnitedHealthcare Insurance Company, Inc. Choice HDHP - HDHP Self","LU1","204.85",243.77,182.83,60.94,"9.73","443.84",528.17,396.13,132.04,"21.08"
"Colorado UnitedHealthcare Insurance Company, Inc. Choice HDHP - HDHP Self & Family","LU2","471.16",560.66,420.5,140.16,"22.37","1020.85",1214.76,911.07,303.69,"48.48"
"Colorado UnitedHealthcare Insurance Company, Inc. Choice HDHP - HDHP Self Plus One","LU3","440.43",524.1,393.08,131.02,"20.91","954.27",1135.55,851.66,283.89,"45.32"
"Colorado UnitedHealthcare Insurance Company, Inc. Choice Open Access HMO - High Self","KT1","334.51",360.98,241.58,119.4,"20.66","724.77",782.12,523.42,258.7,"44.77"
"Colorado UnitedHealthcare Insurance Company, Inc. Choice Open Access HMO - High Self & Family","KT2","836.26",902.47,562.25,340.22,"50.43","1811.9",1955.35,1218.21,737.14,"109.26"
"Colorado UnitedHealthcare Insurance Company, Inc. Choice Open Access HMO - High Self Plus One","KT3","719.19",776.11,517.46,258.65,"43.58","1558.25",1681.57,1121.16,560.41,"94.42"
"Colorado UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self","Y51","New Plan",190.03,142.52,47.51,"New Plan","New Plan",411.73,308.8,102.93,"New Plan"
"Colorado UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self & Family","Y52","New Plan",503.57,377.68,125.89,"New Plan","New Plan",1091.07,818.3,272.77,"New Plan"
"Colorado UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self Plus One","Y53","New Plan",418.06,313.55,104.51,"New Plan","New Plan",905.8,679.35,226.45,"New Plan"
"Connecticut Aetna Advantage - Advantage Self","Z24","214.08",230.78,173.09,57.69,"4.17","463.84",500.02,375.02,125,"9.0399999999999991"
"Connecticut Aetna Advantage - Advantage Self & Family","Z25","567.30999999999995",611.54,458.66,152.88,"11.05","1229.17",1325,993.75,331.25,"23.96"
"Connecticut Aetna Advantage - Advantage Self Plus One","Z26","470.97",507.7,380.78,126.92,"9.18","1020.44",1100.02,825.02,275,"19.89"
"Connecticut Aetna Direct - CDHP Self","N61","282.76",284.23,213.17,71.06,"0.37","612.65",615.83,461.87,153.96,"0.8"
"Connecticut Aetna Direct - CDHP Self & Family","N62","713.08",716.8,537.6,179.2,"0.93","1545.01",1553.07,1164.8,388.27,"2.02"
"Connecticut Aetna Direct - CDHP Self Plus One","N63","620.1",623.33,467.5,155.83,"0.81","1343.55",1350.55,1012.91,337.64,"1.75"
"Connecticut Aetna HealthFund CDHP and Aetna Value Plan - Value Self","EP4","350.59",387.52,241.58,145.94,"31.12","759.61",839.63,523.42,316.21,"67.44"
"Connecticut Aetna HealthFund CDHP and Aetna Value Plan - Value Self & Family","EP5","802.85",887.39,562.25,325.14,"68.760000000000005","1739.51",1922.68,1218.21,704.47,"148.97999999999999"
"Connecticut Aetna HealthFund CDHP and Aetna Value Plan - Value Self Plus One","EP6","787.1",869.98,517.46,352.52,"69.540000000000006","1705.38",1884.96,1121.16,763.8,"150.68"
"Connecticut Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self","EP1","496.5",519.07,241.58,277.49,"16.760000000000002","1075.75",1124.65,523.42,601.23,"36.32"
"Connecticut Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self & Family","EP2","1132.3",1183.79,562.25,621.54,"35.71","2453.3200000000002",2564.88,1218.21,1346.67,"77.37"
"Connecticut Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self Plus One","EP3","1121.0899999999999",1172.06,517.46,654.6,"37.630000000000003","2429.0300000000002",2539.46,1121.16,1418.3,"81.53"
"Connecticut Aetna HealthFund HDHP - HDHP Self","224","336.37",362.78,241.58,121.2,"20.6","728.8",786.02,523.42,262.6,"44.64"
"Connecticut Aetna HealthFund HDHP - HDHP Self & Family","225","741.97",800.23,562.25,237.98,"42.48","1607.6",1733.83,1218.21,515.62,"92.04"
"Connecticut Aetna HealthFund HDHP - HDHP Self Plus One","226","727.43",784.56,517.46,267.1,"43.79","1576.1",1699.88,1121.16,578.72,"94.88"
"Connecticut UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self","Y51","New Plan",190.03,142.52,47.51,"New Plan","New Plan",411.73,308.8,102.93,"New Plan"
"Connecticut UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self & Family","Y52","New Plan",503.57,377.68,125.89,"New Plan","New Plan",1091.07,818.3,272.77,"New Plan"
"Connecticut UnitedHealthcare Insurance Company, Inc. UnitedHealthcare Advantage Plan - High Self Plus One","Y53","New Plan",418.06,313.55,104.51,"New Plan","New Plan",905.8,679.35,226.45,"New Plan"
"Delaware Aetna Advantage - Advantage Self","Z24","214.08",230.78,173.09,57.69,"4.17","463.84",500.02,375.02,125,"9.0399999999999991"
"Delaware Aetna Advantage - Advantage Self & Family","Z25","567.30999999999995",611.54,458.66,152.88,"11.05","1229.17",1325,993.75,331.25,"23.96"
"Delaware Aetna Advantage - Advantage Self Plus One","Z26","470.97",507.7,380.78,126.92,"9.18","1020.44",1100.02,825.02,275,"19.89"
"Delaware Aetna Direct - CDHP Self","N61","282.76",284.23,213.17,71.06,"0.37","612.65",615.83,461.87,153.96,"0.8"
"Delaware Aetna Direct - CDHP Self & Family","N62","713.08",716.8,537.6,179.2,"0.93","1545.01",1553.07,1164.8,388.27,"2.02"
"Delaware Aetna Direct - CDHP Self Plus One","N63","620.1",623.33,467.5,155.83,"0.81","1343.55",1350.55,1012.91,337.64,"1.75"
"Delaware Aetna HealthFund CDHP and Aetna Value Plan - Value Self","EP4","350.59",387.52,241.58,145.94,"31.12","759.61",839.63,523.42,316.21,"67.44"
"Delaware Aetna HealthFund CDHP and Aetna Value Plan - Value Self & Family","EP5","802.85",887.39,562.25,325.14,"68.760000000000005","1739.51",1922.68,1218.21,704.47,"148.97999999999999"
"Delaware Aetna HealthFund CDHP and Aetna Value Plan - Value Self Plus One","EP6","787.1",869.98,517.46,352.52,"69.540000000000006","1705.38",1884.96,1121.16,763.8,"150.68"
"Delaware Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self","EP1","496.5",519.07,241.58,277.49,"16.760000000000002","1075.75",1124.65,523.42,601.23,"36.32"
"Delaware Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self & Family","EP2","1132.3",1183.79,562.25,621.54,"35.71","2453.3200000000002",2564.88,1218.21,1346.67,"77.37"
"Delaware Aetna HealthFund CDHP and Aetna Value Plan - CDHP Self Plus One","EP3","1121.0899999999999",1172.06,517.46,654.6,"37.630000000000003","2429.0300000000002",2539.46,1121.16,1418.3,"81.53"
"Delaware Aetna HealthFund HDHP - HDHP Self","224","336.37",362.78,241.58,121.2,"20.6","728.8",786.02,523.42,262.6,"44.64"
"Delaware Aetna HealthFund HDHP - HDHP Self & Family","225","741.97",800.23,562.25,237.98,"42.48","1607.6",1733.83,1218.21,515.62,"92.04"
"Delaware Aetna HealthFund HDHP - HDHP Self Plus One","226","727.43",784.56,517.46,267.1,"43.79","1576.1",1699.88,1121.16,578.72,"94.88"
"Delaware Aetna Open Access - Basic Self","P34","604.65",694.86,241.58,453.28,"84.4","1310.08",1505.53,523.42,982.11,"182.87"
"Delaware Aetna Open Access - Basic Self & Family","P35","1403.39",1612.77,562.25,1050.52,"193.6","3040.68",3494.34,1218.21,2276.13,"419.47"
"Delaware Aetna Open Access - Basic Self Plus One","P36","1389.48",1596.8,517.46,1079.34,"193.98","3010.54",3459.73,1121.16,2338.57,"420.29"
"Delaware Aetna Open Access - High Self","P31","672.28",733.03,241.58,491.45,"54.94","1456.61",1588.23,523.42,1064.81,"119.04"
"Delaware Aetna Open Access - High Self & Family","P32","1629.94",1777.25,562.25,1215,"131.53","3531.54",3850.71,1218.21,2632.5,"284.98"
